pull_req_id,project_name,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,team_size_at_merge,num_commits,num_commit_comments,num_issue_comments,num_comments,files_changed,total_commits_last_month,main_team_commits_last_month,sloc,churn,commits_on_files_touched,test_lines_per_1000_lines,test_cases_per_1000_lines,assertions_per_1000_lines
471887,fog,1208,1350398096,1350404683,1350404683,109,109,18,1,0,1,1,1,156,50,111315,16,1,0.0,0.0,0.0
471891,fog,1204,1350064292,1350394165,1350394165,5497,5497,18,2,0,3,3,2,156,50,111313,12,3,0.0,0.0,0.0
471889,fog,1207,1350334953,1350335494,1350335494,9,9,18,1,0,2,2,1,153,49,111313,2,1,0.0,0.0,0.0
471890,fog,1205,1350242345,1350330578,1350330578,1470,1470,18,1,0,1,1,2,152,48,111313,4,2,0.0,0.0,0.0
471898,fog,1200,1349884543,1350327435,1350327435,7381,7381,18,1,0,0,0,1,151,47,111311,2,1,0.0,0.0,0.0
471899,fog,1197,1349727827,1349958665,1349958665,3847,3847,18,2,0,11,11,3,173,54,111311,12,3,0.0,0.0,0.0
471894,fog,1201,1349903656,,1349903777,2,,18,15,0,5,5,0,0,0,111311,0,0,0.0,0.0,0.0
471900,fog,1196,1349667979,1349723247,1349723247,921,921,18,2,0,4,4,2,177,56,111311,3,2,0.0,0.0,0.0
471901,fog,1194,1349642757,1349658733,1349658733,266,266,18,1,0,1,1,2,173,54,111298,18,2,0.0,0.0,0.0
471902,fog,1193,1349555871,,1349642600,1445,,18,2,0,6,6,0,0,0,111298,0,0,0.0,0.0,0.0
471904,fog,1189,1349348299,1349376914,1349376914,476,476,18,6,0,3,3,60,175,63,110001,134,48,0.0,0.0,0.0
471903,fog,1190,1349367176,1349374418,1349374418,120,120,18,1,0,1,1,2,175,63,110001,4,3,0.0,0.0,0.0
453140,fog,1186,1349198704,,1349199169,7,,18,2,0,1,1,76,0,0,109903,2,104,0.0,0.0,0.0
443735,fog,1181,1348810107,,1349185996,6264,,18,17,0,3,3,75,0,0,109393,1164,30,0.0,0.0,0.0
449393,fog,1184,1349085889,,1349102201,271,,18,1,0,1,1,2,0,0,109738,8,2,0.0,0.0,0.0
443967,fog,1182,1348817220,,1348839434,370,,18,1,0,3,3,22,0,0,109393,540,36,0.0,0.0,0.0
441937,fog,1179,1348753102,,1348765799,211,,18,2,0,3,3,3,0,0,109391,8,3,0.0,0.0,0.0
437236,fog,1173,1348599070,,1348680455,1356,,18,5,0,5,5,20,0,0,108861,804,20,0.0,0.0,0.0
439418,fog,1176,1348671595,,1348679980,139,,18,1,0,1,1,1,0,0,108861,2,1,0.0,0.0,0.0
413827,fog,1154,1347911535,,1348604755,11553,,18,2,5,7,12,0,0,0,108178,0,0,0.0,0.0,0.0
427675,fog,1163,1348199481,,1348583999,6408,,18,1,0,3,3,1,0,0,108346,2,1,0.0,0.0,0.0
366418,fog,1139,1347307246,,1348583850,21276,,18,5,0,6,6,17,0,0,107343,240,6,0.0,0.0,0.0
431049,fog,1168,1348368129,,1348500359,2203,,18,1,0,4,4,1,0,0,108601,507,10,0.0,0.0,0.0
352561,fog,1128,1346757595,,1348495163,28959,,18,2,0,7,7,0,0,0,105217,0,0,0.0,0.0,0.0
430354,fog,1166,1348323599,,1348494800,2853,,18,1,0,0,0,1,0,0,108548,2,1,0.0,0.0,0.0
431033,fog,1167,1348366900,,1348367732,13,,18,40,0,2,2,0,0,0,108601,0,0,0.0,0.0,0.0
471908,fog,1161,1348158613,1348159470,1348159470,14,14,17,2,0,0,0,5,159,42,108178,231,5,0.0,0.0,0.0
424294,fog,1155,1348060780,,1348071590,180,,17,1,0,1,1,1,0,0,108178,2,1,0.0,0.0,0.0
409287,fog,1151,1347636228,,1347654074,297,,17,1,0,5,5,0,0,0,108180,0,0,0.0,0.0,0.0
408774,fog,1146,1347540115,1347629430,1347629430,1488,1488,17,11,0,3,3,45,193,64,107354,997,31,0.0,0.0,0.0
415796,fog,1145,1347510668,1347542382,1347542382,528,528,17,1,0,6,6,1,194,64,107354,10,1,0.0,0.0,0.0
414808,fog,1143,1347404470,1347461278,1347461278,946,946,17,3,0,5,5,4,199,66,107354,18,4,0.0,0.0,0.0
367885,fog,1140,1347365829,,1347366174,5,,17,1,0,1,1,1,0,0,107343,16,1,0.0,0.0,0.0
414238,fog,1138,1347306609,,1347306722,1,,17,2,0,1,1,11,0,0,107343,128,7,0.0,0.0,0.0
363478,fog,1137,1347191009,,1347287187,1602,,17,2,0,6,6,2,0,0,107337,4,3,0.0,0.0,0.0
361652,fog,1134,1347059076,,1347286927,3797,,17,1,0,8,8,3,0,0,106804,12,5,0.0,0.0,0.0
362254,fog,1136,1347106326,,1347284295,2966,,17,1,0,1,1,1,0,0,106804,4,1,0.0,0.0,0.0
331125,fog,1116,1346033080,,1347155190,18701,,16,2,0,11,11,19,0,0,105166,660,21,0.0,0.0,0.0
359679,fog,1133,1347000913,,1347022441,358,,16,1,0,3,3,6,0,0,106777,12,7,0.0,0.0,0.0
354990,fog,1131,1346840364,,1346860795,340,,16,1,0,2,2,1,0,0,106777,2,1,0.0,0.0,0.0
353572,fog,1130,1346783402,,1346818459,584,,16,1,0,4,4,2,0,0,106769,15,2,0.0,0.0,0.0
182835,fog,1013,1341047855,,1346782928,95584,,17,78,0,12,12,379,0,0,102978,1556,104,0.0,0.0,0.0
352260,fog,1127,1346747536,,1346768645,351,,16,1,0,2,2,1,0,0,105217,2,1,0.0,0.0,0.0
348895,fog,1124,1346569888,,1346767227,3288,,16,19,0,11,11,69,0,0,105214,1528,20,0.0,0.0,0.0
349037,fog,1125,1346583195,,1346695882,1878,,16,5,0,4,4,5,0,0,105214,15,7,0.0,0.0,0.0
265261,fog,1114,1345775172,,1346421224,10767,,16,1,0,3,3,7,0,0,105166,119,7,0.0,0.0,0.0
411741,fog,1121,1346357356,1346361437,1346361437,68,68,16,1,0,1,1,1,177,59,105178,3,6,0.0,0.0,0.0
237264,fog,1082,1344617720,,1346334780,28617,,16,4,0,14,14,124,0,0,104499,1,137,0.0,0.0,0.0
339674,fog,686,1325712158,,1346162418,340897,,16,3,0,12,12,0,0,0,67709,0,0,32.46244960049624,0.369227133763606,0.0
334689,fog,1119,1346113987,,1346162163,802,,16,1,0,2,2,1,0,0,105174,2,2,0.0,0.0,0.0
265393,fog,1115,1345786444,,1346100431,5233,,16,1,1,4,5,5,0,0,105166,20,5,0.0,0.0,0.0
337480,fog,1113,1345748134,1345749840,1345749840,28,28,16,1,0,6,6,1,202,57,105165,9,2,0.0,0.0,0.0
337244,fog,1112,1345730908,1345732005,1345732005,18,18,16,1,0,2,2,1,200,54,105121,10,1,0.0,0.0,0.0
336919,fog,1111,1345702126,1345731217,1345731217,484,484,16,1,0,3,3,2,200,54,105121,55,2,0.0,0.0,0.0
335885,fog,1110,1345570299,1345571017,1345571017,11,11,16,1,0,3,3,1,198,53,105119,2,1,0.0,0.0,0.0
170662,fog,1091,1345096736,,1345488148,6523,,16,2,2,12,14,0,0,0,104990,0,0,0.0,0.0,0.0
255274,fog,1107,1345470665,,1345484552,231,,16,1,0,3,3,1,0,0,105109,6,1,0.0,0.0,0.0
251356,fog,1104,1345229064,,1345472379,4055,,16,1,0,0,0,1,0,0,105095,22,1,0.0,0.0,0.0
251606,fog,1106,1345237214,1345239621,1345239621,40,40,16,1,0,2,2,2,227,49,105096,23,4,0.0,0.0,0.0
251378,fog,1105,1345230036,,1345234253,70,,16,1,0,0,0,1,0,0,105095,1,3,0.0,0.0,0.0
249389,fog,1101,1345152787,,1345211885,984,,16,1,0,0,0,1,0,0,105078,21,1,0.0,0.0,0.0
250453,fog,1103,1345204607,1345208968,1345208968,72,72,16,1,0,0,0,1,226,46,105078,2,1,0.0,0.0,0.0
